,station_number,mean_temp,mean_dew_point,mean_sealevel_pressure,mean_visibility,mean_wind_speed,max_sustained_wind_speed,max_temperature,total_precipitation,fog,rain,snow,hail,thunder,tornado,date,snow_tomorrow
47,725330,33.29999923706055,30.299999237060547,1022.0999755859375,7.300000190734863,6.900000095367432,17.100000381469727,26.100000381469727,0.0,1,1,1,1,1,1,2005-01-10,1
48,725320,33.5,30.100000381469727,1022.2999877929688,8.100000381469727,6.300000190734863,12.0,32.0,0.009999999776482582,1,1,1,1,1,1,2005-01-10,1
49,725317,35.70000076293945,34.29999923706055,1022.2999877929688,5.800000190734863,7.599999904632568,14.0,33.099998474121094,0.009999999776482582,0,0,0,0,0,0,2005-01-10,1
50,725300,32.70000076293945,26.799999237060547,1021.4000244140625,8.399999618530273,6.400000095367432,12.0,26.200000762939453,0.0,1,1,1,1,1,1,2005-01-10,1
51,725316,34.79999923706055,32.5,1022.2999877929688,7.099999904632568,8.899999618530273,14.0,32.0,0.0,0,0,0,0,0,0,2005-01-10,1
52,725305,33.0,27.799999237060547,1021.5999755859375,8.600000381469727,6.900000095367432,16.899999618530273,30.200000762939453,0.0,0,0,0,0,0,0,2005-01-10,1
53,725314,38.29999923706055,36.099998474121094,1022.4000244140625,5.900000095367432,6.5,12.0,35.099998474121094,0.0,0,0,0,0,0,0,2005-01-10,1
54,725327,33.599998474121094,29.600000381469727,1022.2000122070312,9.199999809265137,6.0,13.0,32.0,0.25999999046325684,0,0,0,0,0,0,2005-01-10,1
55,725315,33.900001525878906,31.399999618530273,1022.4000244140625,6.300000190734863,7.599999904632568,14.0,32.0,0.0,0,0,0,0,0,0,2005-01-10,1
56,725305,34.5,31.799999237060547,1015.4000244140625,4.800000190734863,8.0,16.899999618530273,33.099998474121094,0.019999999552965164,1,1,1,1,1,1,2005-01-11,1
57,725315,36.400001525878906,35.70000076293945,1014.4000244140625,2.200000047683716,5.5,13.0,33.099998474121094,0.15000000596046448,1,1,1,1,1,1,2005-01-11,1
58,725314,44.599998474121094,44.29999923706055,1013.2000122070312,1.2000000476837158,3.0,7.0,39.20000076293945,0.009999999776482582,1,1,1,1,1,1,2005-01-11,1
59,725320,33.70000076293945,33.5,1015.0999755859375,2.0999999046325684,7.5,12.0,32.0,0.1599999964237213,1,1,1,1,1,1,2005-01-11,1
60,725330,33.5,32.400001525878906,1017.7000122070312,2.9000000953674316,8.800000190734863,14.0,32.0,0.20000000298023224,1,1,1,1,1,1,2005-01-11,1
61,725317,42.0,42.0,1013.7999877929688,1.100000023841858,4.0,11.100000381469727,35.099998474121094,0.05999999865889549,1,1,1,1,1,1,2005-01-11,1
62,725300,34.400001525878906,31.700000762939453,1016.2000122070312,4.699999809265137,8.399999618530273,15.899999618530273,29.100000381469727,0.07000000029802322,1,1,1,1,1,1,2005-01-11,1
63,725327,33.20000076293945,32.0,1016.0,5.099999904632568,8.399999618530273,12.0,32.0,0.3799999952316284,1,1,1,1,1,1,2005-01-11,1
64,725316,36.400001525878906,36.20000076293945,1014.2999877929688,3.4000000953674316,5.599999904632568,11.100000381469727,33.099998474121094,0.03999999910593033,1,1,1,1,1,1,2005-01-11,1
65,725314,56.20000076293945,50.900001525878906,1004.9000244140625,6.5,7.400000095367432,16.899999618530273,42.79999923706055,0.14000000059604645,1,1,1,1,1,1,2005-01-12,1
